depart_hr,second,rq_time,start (MGRA),end (MGRA),mode
18,46,64846,9224,9414,WALK
20,2365,74365,9414,9224,WALK
8,3019,31819,9260,9403,DRIVEALONEFREE
8,253,29053,9267,9247,SHARED2FREE
11,2417,42017,9421,1293,SHARED3FREE
14,1624,52024,1293,9409,WALK
14,1476,51876,9409,9421,SHARED3FREE
10,1288,37288,9402,9414,TAXI
11,2757,42357,9414,9414,WALK
12,3308,46508,9414,9414,WALK
21,739,76339,9414,9384,DRIVEALONEFREE
17,1226,62426,9236,9392,SHARED3FREE
8,3486,32286,9232,9388,SHARED2FREE
6,399,21999,9363,9396,WALK_TRANSIT
12,3202,46402,9363,9322,WALK_TRANSIT
12,948,44148,9322,9363,TNC_SINGLE
13,496,47296,1288,9445,SHARED2FREE
10,3266,39266,948,9411,WALK
10,3152,39152,9290,9272,SHARED2FREE
21,2872,78472,9392,9272,SHARED2FREE
18,2109,66909,9272,9388,SHARED3FREE
18,1355,66155,9388,9272,SHARED3FREE
15,2893,56893,9272,9277,SHARED3FREE
16,2951,60551,9277,9272,SHARED3FREE
17,1442,62642,9272,9388,SHARED2FREE
18,2215,67015,9388,9272,SHARED3FREE
7,1396,26596,9284,9290,SHARED2FREE
11,657,40257,1288,9391,DRIVE_TRANSIT
8,3288,32088,9301,9274,SHARED2FREE
8,1331,30131,9274,9301,SHARED3FREE
16,1568,59168,9429,9402,SHARED3FREE
8,1543,30343,9328,1300,WALK
8,845,29645,1300,1295,WALK
17,1445,62645,1295,9328,WALK
10,1669,37669,9242,9282,SHARED3FREE
22,1997,81197,9542,9226,WALK_TRANSIT
7,1651,26851,9308,9282,DRIVEALONEFREE
7,529,25729,9282,9308,SHARED3FREE
7,428,25628,1046,9414,BIKE
10,2272,38272,9293,9393,DRIVEALONEFREE
10,2300,38300,9393,9293,DRIVEALONEFREE
8,2220,31020,9321,9284,SHARED3FREE
19,827,69227,9414,9414,SHARED3FREE
7,332,25532,9268,9397,SHARED2FREE
15,580,54580,9397,9268,WALK_TRANSIT
12,2242,45442,9393,9414,WALK
13,557,47357,9414,9393,WALK
9,514,32914,9268,9393,WALK
17,1969,63169,9393,9268,DRIVEALONEFREE
17,376,61576,1293,9223,SHARED2FREE
9,937,33337,9223,9424,SHARED2FREE
17,616,61816,9424,9223,SHARED2FREE
10,2644,38644,1290,1293,DRIVEALONEFREE
10,1910,37910,1293,1290,DRIVEALONEFREE
17,2782,63982,9393,1387,WALK_TRANSIT
13,2579,49379,948,9394,TAXI
8,460,29260,9304,9304,WALK
19,2552,70952,9304,9304,WALK
17,1447,62647,9409,9294,WALK_TRANSIT
8,119,28919,9341,9343,SHARED3FREE
14,2463,52863,9343,9341,BIKE
14,1958,52358,9388,9321,SHARED3FREE
7,3040,28240,9321,9430,DRIVEALONEFREE
8,3428,32228,9430,9425,SHARED2FREE
8,1476,30276,9425,9321,SHARED2FREE
12,1510,44710,1288,948,DRIVEALONEFREE
13,1717,48517,948,1288,DRIVEALONEFREE
8,3590,32390,9326,9224,SHARED3FREE
8,1574,30374,9331,9247,WALK
16,1037,58637,9247,9331,WALK
9,2792,35192,9331,9414,WALK_TRANSIT
11,3037,42637,9414,9331,WALK_TRANSIT
20,3085,75085,9359,9273,SHARED2FREE
20,2563,74563,9273,9348,SHARED2FREE
9,2526,34926,9348,9385,WALK
14,1024,51424,9385,9348,WALK
16,3161,60761,9348,1288,DRIVEALONEFREE
16,79,57679,1288,9348,DRIVEALONEFREE
20,2121,74121,9257,9307,DRIVEALONEFREE
8,90,28890,9342,9321,DRIVEALONEFREE
8,367,29167,9321,9342,DRIVEALONEFREE
6,2568,24168,9267,9416,DRIVEALONEFREE
19,2615,71015,9416,9267,DRIVEALONEFREE
20,2594,74594,9271,9251,SHARED3FREE
8,1481,30281,9369,9226,SHARED2FREE
14,3466,53866,9226,9369,SHARED3FREE
18,1932,66732,9400,9369,DRIVEALONEFREE
9,2346,34746,9391,9402,WALK_TRANSIT
15,523,54523,9400,9335,WALK_TRANSIT
17,2602,63802,9335,9237,DRIVEALONEFREE
17,2541,63741,9237,9335,DRIVEALONEFREE
19,1291,69691,9335,9400,WALK
20,3131,75131,9400,9335,WALK
13,137,46937,9308,1386,SHARED2FREE
16,1367,58967,9414,1293,DRIVEALONEFREE
17,1040,62240,1293,9414,DRIVEALONEFREE
13,1053,47853,9414,9445,WALK
19,2305,70705,1295,948,SHARED2FREE
12,929,44129,1292,9370,DRIVEALONEFREE
12,2785,45985,9370,1292,DRIVEALONEFREE
16,1973,59573,9421,9402,DRIVEALONEFREE
8,1012,29812,9330,9409,SHARED2FREE
12,2621,45821,9414,9394,DRIVEALONEFREE
14,1839,52239,9394,9267,TNC_SHARED
14,248,50648,9267,9395,DRIVEALONEFREE
8,3561,32361,9328,9414,DRIVEALONEFREE
10,991,36991,9414,9328,DRIVEALONEFREE
12,815,44015,9235,9397,DRIVEALONEFREE
12,1553,44753,9397,9235,DRIVEALONEFREE
10,1,36001,9221,1293,SHARED2FREE
10,897,36897,1293,9221,SHARED2FREE
14,1124,51524,9392,9414,DRIVEALONEFREE
13,1883,48683,9261,9414,SHARED3FREE
14,1318,51718,9414,9261,SHARED2FREE
13,1476,48276,9309,9395,BIKE
15,965,54965,9395,9309,BIKE
15,2301,56301,1288,1288,SHARED2FREE
9,2223,34623,9303,9394,WALK_TRANSIT
14,1704,52104,9344,9337,TAXI
12,2576,45776,1289,1293,WALK
12,2933,46133,1293,1293,WALK
13,1136,47936,1293,1289,WALK
12,915,44115,1289,1288,DRIVEALONEFREE
12,3522,46722,1288,1289,DRIVEALONEFREE
9,3259,35659,9425,9241,DRIVEALONEFREE
13,2540,49340,9241,9414,WALK
15,3277,57277,9422,9391,DRIVE_TRANSIT
14,1220,51620,9317,9414,DRIVE_TRANSIT
7,2056,27256,9280,9309,DRIVEALONEFREE
12,3263,46463,948,1288,DRIVEALONEFREE
13,875,47675,1293,9307,DRIVEALONEFREE
13,206,47006,9266,9383,WALK_TRANSIT
13,474,47274,9392,9414,SHARED3FREE
15,2064,56064,9414,9414,BIKE
17,1083,62283,9414,9274,SHARED2FREE
7,953,26153,9372,9428,WALK
15,1247,55247,9428,9372,WALK
17,2936,64136,9295,9401,WALK_TRANSIT
13,2110,48910,9411,9394,SHARED3FREE
13,768,47568,9394,9411,WALK
14,1043,51443,9414,9541,SHARED3FREE
16,4,57604,9541,9232,WALK
20,3339,75339,9232,9541,WALK
13,2408,49208,9541,9371,WALK_TRANSIT
13,2950,49750,9371,9417,WALK_TRANSIT
16,394,57994,9417,9541,WALK
17,1937,63137,9358,9419,DRIVEALONEFREE
9,3403,35803,9398,9397,SHARED2FREE
18,745,65545,9404,9285,WALK_TRANSIT
21,1320,76920,9285,9404,WALK_TRANSIT
19,1144,69544,9246,9232,DRIVEALONEFREE
15,907,54907,9439,9421,DRIVEALONEFREE
16,1539,59139,9421,9439,TNC_SHARED
7,2186,27386,9439,9421,WALK
12,475,43675,9421,9439,BIKE
6,2392,23992,9364,9303,WALK_TRANSIT
7,1561,26761,9303,9364,WALK_TRANSIT
19,2361,70761,1293,1386,SHARED2FREE
17,896,62096,9387,9393,BIKE
14,345,50745,9421,9411,DRIVEALONEFREE
13,347,47147,9251,9356,WALK_TRANSIT
9,2043,34443,9424,9240,DRIVEALONEFREE
17,2654,63854,9240,9421,DRIVEALONEFREE
18,795,65595,9421,9424,DRIVEALONEFREE
6,1961,23561,9439,9414,TNC_SINGLE
17,324,61524,9414,9439,DRIVEALONEFREE
20,266,72266,9409,9340,DRIVEALONEFREE
12,1290,44490,9240,9221,SHARED2FREE
13,1460,48260,9446,9419,DRIVEALONEFREE
19,1699,70099,9419,9446,DRIVEALONEFREE
13,3541,50341,9392,9414,WALK
13,452,47252,9414,9392,WALK
12,1422,44622,9348,9287,SHARED3FREE
13,1107,47907,9287,9348,BIKE
18,2797,67597,9399,9414,DRIVE_TRANSIT
21,780,76380,1293,1293,WALK
6,3414,25014,1387,9277,SHARED3FREE
13,616,47416,9277,1387,SHARED3FREE
9,3599,35999,1361,9280,WALK_TRANSIT
11,1316,40916,9232,9409,WALK
18,1159,65959,9409,9232,WALK
8,893,29693,9232,9317,DRIVEALONEFREE
9,1782,34182,9317,9232,DRIVEALONEFREE
11,1088,40688,9394,9397,DRIVEALONEFREE
18,2216,67016,9394,9306,DRIVEALONEFREE
7,1738,26938,9359,9326,SHARED2FREE
7,1750,26950,9359,9343,SHARED2FREE
14,2554,52954,9343,9227,SHARED2FREE
16,437,58037,9227,9359,SHARED2FREE
12,2863,46063,9270,9262,DRIVEALONEFREE
12,3594,46794,9262,9270,DRIVEALONEFREE
16,1154,58754,9414,9281,SHARED2FREE
18,647,65447,9227,9421,DRIVEALONEFREE
17,933,62133,9225,9250,SHARED2FREE
14,256,50656,9225,9410,SHARED3FREE
14,2225,52625,9410,9402,SHARED3FREE
14,628,51028,9402,9225,SHARED3FREE
10,2563,38563,9371,9445,DRIVEALONEFREE
12,646,43846,9445,9385,DRIVEALONEFREE
21,999,76599,9385,9371,DRIVEALONEFREE
5,3355,21355,9371,948,WALK_TRANSIT
5,28,18028,948,9371,TNC_SINGLE
9,1627,34027,9375,1293,WALK
9,1293,33693,1293,9391,WALK
9,3295,35695,9391,9375,WALK
8,863,29663,9250,9421,SHARED2FREE
9,2843,35243,9421,9250,SHARED2FREE
13,1223,48023,9402,9414,WALK
13,1103,47903,9414,9402,WALK
19,1684,70084,9031,9375,DRIVEALONEFREE
11,2213,41813,9249,9402,WALK_TRANSIT
16,2536,60136,9394,9421,SHARED2FREE
5,2602,20602,9446,9266,DRIVEALONEFREE
7,261,25461,9266,9446,SHARED2FREE
16,2504,60104,9387,9446,DRIVEALONEFREE
12,3381,46581,9413,9422,WALK
14,1069,51469,9422,9413,WALK
10,3494,39494,9421,9419,SHARED3FREE
10,2360,38360,9320,1288,SHARED2FREE
13,1210,48010,1288,9320,SHARED2FREE
17,819,62019,9414,1293,TAXI
16,1959,59559,9393,9322,SHARED3FREE
17,2979,64179,948,9342,WALK_TRANSIT
8,3101,31901,9286,9390,SHARED3FREE
9,1206,33606,9390,9310,DRIVEALONEFREE
16,2562,60162,1288,9293,SHARED3FREE
16,3457,61057,9404,9240,SHARED3FREE
7,985,26185,9232,9394,SHARED3FREE
7,31,25231,9394,9232,SHARED3FREE
18,1831,66631,9232,9381,WALK
21,1742,77342,9381,9232,WALK
19,351,68751,1372,9223,SHARED2FREE
16,1798,59398,9277,9344,WALK
8,1680,30480,9031,9331,WALK_TRANSIT
15,3034,57034,9331,9031,SHARED3FREE
11,2049,41649,9409,9421,SHARED3FREE
11,3486,43086,9421,9409,SHARED3FREE
20,1846,73846,9541,1288,SHARED3FREE
21,1835,77435,1288,9541,SHARED3FREE
7,2304,27504,9359,9409,SHARED3FREE
7,882,26082,9409,9224,SHARED3FREE
18,3000,67800,1294,9308,SHARED2FREE
18,2064,66864,9308,1294,SHARED2FREE
17,1909,63109,9409,1294,SHARED3FREE
7,1112,26312,1294,1046,SHARED2FREE
8,3239,32039,1046,1294,DRIVEALONEFREE
13,3450,50250,9363,9281,SHARED3FREE
11,1764,41364,948,948,DRIVEALONEFREE
21,983,76583,9372,9414,DRIVEALONEFREE
11,2501,42101,9413,9414,WALK
11,2389,41989,9414,9413,WALK
20,2252,74252,1293,9393,TAXI
15,3428,57428,9421,9426,SHARED3FREE
9,1133,33533,9383,9402,DRIVEALONEFREE
11,2696,42296,9291,1386,WALK_TRANSIT
15,1322,55322,1386,9414,TNC_SINGLE
15,2786,56786,9414,9291,TNC_SINGLE
6,2411,24011,9541,9249,WALK
13,118,46918,9249,9541,WALK
16,2831,60431,1293,9410,DRIVEALONEFREE
18,2709,67509,9362,9246,WALK
18,778,65578,9246,9375,DRIVEALONEFREE
13,524,47324,9421,9409,WALK
13,2151,48951,9409,9421,WALK
9,158,32558,9293,9248,SHARED3FREE
14,2233,52633,9414,9410,SHARED3FREE
14,2282,52682,9330,9445,SHARED3FREE
10,32,36032,9445,1288,WALK_TRANSIT
13,3131,49931,1288,9445,WALK_TRANSIT
15,1586,55586,9414,9421,SHARED2FREE
15,2607,56607,9421,9409,WALK
13,3433,50233,9340,9391,DRIVEALONEFREE
18,2701,67501,9252,9293,TNC_SHARED
18,866,65666,9293,9252,TAXI
7,365,25565,9266,9388,DRIVEALONEFREE
8,1673,30473,9388,9266,DRIVEALONEFREE
8,301,29101,9266,9262,WALK
16,788,58388,9262,9266,WALK
19,3195,71595,9316,9266,TAXI
10,2404,38404,9421,9423,SHARED2FREE
11,1722,41322,1288,9446,WALK
22,1878,81078,1296,9333,SHARED3FREE
22,2108,81308,9333,9257,SHARED2FREE
15,407,54407,9422,9273,SHARED3FREE
16,3599,61199,948,9361,SHARED2FREE
15,1152,55152,9391,9402,DRIVEALONEFREE
10,2120,38120,9347,9342,WALK
7,1150,26350,9319,9277,SHARED3FREE
14,2683,53083,9277,9414,SHARED3FREE
15,3116,57116,1293,9319,SHARED3FREE
14,134,50534,9268,9319,DRIVEALONEFREE
21,2588,78188,1289,9235,DRIVEALONEFREE
9,2740,35140,9235,9333,DRIVEALONEFREE
10,3213,39213,9254,9271,SHARED3FREE
10,2611,38611,9271,9254,WALK
9,1581,33981,9277,9254,SHARED3FREE
15,2088,56088,9254,1386,WALK
15,1725,55725,1386,9254,WALK
8,2194,30994,9339,948,DRIVEALONEFREE
8,2370,31170,948,9339,DRIVEALONEFREE
14,2439,52839,9228,9272,SHARED2FREE
13,3188,49988,9395,9240,BIKE
7,3021,28221,9240,9237,WALK_TRANSIT
7,3535,28735,9249,9394,DRIVEALONEFREE
12,2684,45884,9541,1288,WALK_TRANSIT
15,1920,55920,1288,9541,WALK_TRANSIT
16,2526,60126,9363,9387,WALK
20,2647,74647,9387,9363,SHARED2FREE
6,951,22551,9363,9249,DRIVEALONEFREE
8,1748,30548,9363,9360,DRIVEALONEFREE
9,2921,35321,9360,9363,DRIVEALONEFREE
12,3153,46353,9415,9395,SHARED2FREE
10,754,36754,9251,9421,DRIVEALONEFREE
14,3592,53992,9421,9251,SHARED2FREE
19,2819,71219,9293,9421,SHARED3FREE
16,2986,60586,9414,9409,DRIVEALONEFREE
12,322,43522,9421,948,DRIVEALONEFREE
13,2005,48805,948,9421,DRIVEALONEFREE
13,719,47519,9395,9445,SHARED2FREE
7,3440,28640,9225,9277,WALK
15,1934,55934,9277,9225,WALK
10,2492,38492,9225,9397,TAXI
15,2443,56443,9397,9225,DRIVEALONEFREE
8,2413,31213,9296,9256,WALK
15,184,54184,9256,9296,WALK
8,2964,31764,9296,9359,WALK_TRANSIT
17,3501,64701,9359,9296,WALK_TRANSIT
11,3097,42697,9296,9266,SHARED2FREE
10,393,36393,948,9420,DRIVEALONEFREE
11,1064,40664,9420,948,DRIVEALONEFREE
12,3349,46549,9391,9338,DRIVE_TRANSIT
12,3060,46260,9276,9414,TNC_SINGLE
15,1741,55741,9283,9285,DRIVEALONEFREE
11,3297,42897,9417,9414,WALK
11,2441,42041,9414,9402,WALK
11,1647,41247,9402,9417,WALK
16,2555,60155,948,1293,DRIVEALONEFREE
5,2601,20601,9445,9414,DRIVEALONEFREE
14,569,50969,9292,9288,SHARED2FREE
20,668,72668,9414,9414,SHARED3FREE
17,2902,64102,9226,9246,TAXI
21,2735,78335,9246,9226,DRIVEALONEFREE
12,83,43283,9392,9424,DRIVEALONEFREE
14,1695,52095,9424,9392,DRIVEALONEFREE
9,272,32672,9392,9409,WALK
12,3068,46268,9409,9392,SHARED2FREE
14,3442,53842,9276,9277,WALK
7,1677,26877,9226,9387,WALK_TRANSIT
17,2171,63371,9387,9416,WALK
17,458,61658,9416,9414,SHARED3FREE
14,2055,52455,9425,9234,SHARED3FREE
15,2812,56812,9397,948,SHARED3FREE
15,51,54051,948,9394,SHARED3FREE
10,3137,39137,9250,1288,WALK
10,3002,39002,1288,1288,WALK
10,2668,38668,1288,9250,WALK
17,2246,63446,9397,9394,DRIVEALONEFREE
16,452,58052,9285,9399,WALK_TRANSIT
16,3071,60671,9399,9285,WALK_TRANSIT
7,749,25949,9285,9303,WALK
7,960,26160,9303,9305,WALK
22,3155,82355,9305,9285,SHARED2FREE
11,291,39891,9271,9277,SHARED3FREE
12,2502,45702,9277,9271,SHARED3FREE
10,1688,37688,9414,9421,WALK
10,1127,37127,9421,9419,WALK
11,1146,40746,9419,9414,WALK
20,3237,75237,948,9400,DRIVEALONEFREE
12,1988,45188,9237,9223,WALK
14,1436,51836,9223,9237,WALK
14,2649,53049,9237,9398,WALK
14,1301,51701,9398,9391,WALK
15,718,54718,9391,9237,WALK
15,2297,56297,9222,9372,SHARED2FREE
13,1529,48329,9421,948,WALK
13,3410,50210,948,9421,WALK
13,643,47443,9421,9421,WALK
18,1469,66269,9413,9421,TNC_SHARED
8,2129,30929,9260,948,DRIVEALONEFREE
10,1181,37181,948,9347,DRIVEALONEFREE
10,1999,37999,9347,9414,TAXI
10,1468,37468,9414,9400,DRIVEALONEFREE
10,1446,37446,9400,9260,DRIVEALONEFREE
10,639,36639,1293,9400,DRIVEALONEFREE
16,2545,60145,9367,9414,WALK
18,1984,66784,9224,9389,SHARED3FREE
20,3200,75200,9389,9224,SHARED3FREE
16,1981,59581,9421,9409,SHARED2FREE
11,2273,41873,1293,9277,DRIVEALONEFREE
12,1705,44905,9277,1293,DRIVEALONEFREE
20,3549,75549,9400,9232,WALK
8,3331,32131,9232,9381,WALK
17,2993,64193,9381,9232,WALK_TRANSIT
21,1147,76747,9232,9280,SHARED3FREE
21,338,75938,9280,9232,SHARED3FREE
13,2708,49508,9232,9341,SHARED3FREE
14,1271,51671,9341,9232,SHARED3FREE
10,772,36772,9249,9333,WALK
11,1195,40795,9413,9414,SHARED2FREE
13,2697,49497,9414,9413,SHARED2FREE
7,1419,26619,9297,9422,DRIVEALONEFREE
14,1363,51763,9422,9297,DRIVE_TRANSIT
9,3501,35901,9297,9375,DRIVEALONEFREE
9,602,33002,9375,9421,DRIVEALONEFREE
10,2357,38357,9421,9297,DRIVEALONEFREE
18,1392,66192,9398,9400,WALK_TRANSIT
12,3322,46522,9350,9402,TAXI
13,2333,49133,9402,9350,DRIVEALONEFREE
9,2032,34432,9350,1292,DRIVEALONEFREE
17,320,61520,9303,9316,WALK_TRANSIT
18,1636,66436,9316,9303,TNC_SINGLE
6,843,22443,9224,9260,SHARED3FREE
15,1744,55744,9260,9224,SHARED3FREE
7,2276,27476,9224,9397,WALK
14,1946,52346,9397,9224,SHARED2FREE
13,536,47336,9357,9414,DRIVEALONEFREE
13,892,47692,9414,9357,DRIVEALONEFREE
22,503,79703,9351,9357,WALK
15,1587,55587,9357,9295,SHARED3FREE
18,2641,67441,9295,9357,SHARED3FREE
13,3071,49871,9439,948,WALK
14,3205,53605,948,9439,WALK
11,930,40530,9398,9246,TAXI
7,388,25588,9039,9385,DRIVEALONEFREE
18,2964,67764,9385,9039,DRIVEALONEFREE
18,2769,67569,9376,9337,DRIVEALONEFREE
15,779,54779,9337,1334,SHARED3FREE
10,3014,39014,9284,9333,DRIVEALONEFREE
15,3235,57235,9333,9284,TAXI
17,2361,63561,9394,9222,WALK_TRANSIT
15,3437,57437,9283,9414,SHARED2FREE
15,3323,57323,9397,9283,WALK_TRANSIT
17,737,61937,9400,9283,WALK_TRANSIT
9,853,33253,9251,9421,TAXI
16,866,58466,9421,9251,TAXI
17,313,61513,9251,9414,TAXI
21,1411,77011,9414,9251,BIKE
7,1888,27088,9330,9301,SHARED2FREE
14,109,50509,9324,9409,SHARED2FREE
15,4,54004,9409,9324,SHARED2FREE
19,905,69305,1288,9317,SHARED2FREE
14,3201,53601,948,9400,DRIVEALONEFREE
9,3455,35855,9238,9409,SHARED3FREE
9,1835,34235,9409,1300,SHARED3FREE
15,90,54090,1300,9238,SHARED3FREE
16,1702,59302,9238,9391,DRIVEALONEFREE
16,893,58493,9391,9398,DRIVEALONEFREE
16,753,58353,9398,9238,DRIVEALONEFREE
14,3381,53781,9392,9398,WALK
15,2965,56965,9398,9392,WALK
13,1495,48295,9252,9402,BIKE
8,235,29035,9269,9250,SHARED2FREE
10,2082,38082,9250,9269,SHARED2FREE
17,121,61321,9397,9439,DRIVEALONEFREE
15,3160,57160,9541,9393,WALK
15,2668,56668,9393,9541,WALK
18,3442,68242,9372,9223,SHARED2FREE
17,1226,62426,9223,9372,DRIVEALONEFREE
18,2661,67461,9414,9223,SHARED2FREE
14,3068,53468,9223,9402,DRIVEALONEFREE
14,1577,51977,9223,9402,DRIVEALONEFREE
14,2217,52617,9402,9223,DRIVEALONEFREE
13,1550,48350,9352,9331,SHARED2FREE
13,1585,48385,9331,9352,SHARED2FREE
11,403,40003,9352,948,SHARED3FREE
11,2141,41741,9258,9417,SHARED2FREE
11,3003,42603,9417,9258,DRIVEALONEFREE
18,3515,68315,1295,9414,WALK_TRANSIT
18,2570,67370,9414,1295,WALK_TRANSIT
11,322,39922,9297,9391,WALK_TRANSIT
11,1959,41559,9391,9297,SHARED3FREE
7,1321,26521,9297,9249,DRIVEALONEFREE
18,3216,68016,9249,9297,DRIVEALONEFREE
9,3230,35630,9297,9417,BIKE
14,1154,51554,9417,9297,DRIVEALONEFREE
8,3297,32097,9325,1289,DRIVEALONEFREE
16,3558,61158,9398,9414,TAXI
14,2137,52537,9402,9359,DRIVEALONEFREE
6,1384,22984,9439,9409,SHARED2FREE
20,1420,73420,9409,9439,DRIVEALONEFREE
11,2556,42156,1288,9421,WALK
13,190,46990,9366,9402,DRIVEALONEFREE
17,2438,63638,9350,9402,TAXI
17,3024,64224,9402,9350,TAXI
17,3529,64729,9241,9429,DRIVEALONEFREE
11,2016,41616,1288,9358,WALK
11,2335,41935,9373,1295,TAXI
13,720,47520,1295,9373,TAXI
14,2472,52872,9328,9392,SHARED3FREE
9,2329,34729,9369,9398,DRIVEALONEFREE
14,1392,51792,9398,9369,DRIVEALONEFREE
12,123,43323,9402,9394,DRIVEALONEFREE
7,340,25540,9300,9256,WALK
22,1619,80819,9256,9300,WALK
21,2860,78460,9414,9300,DRIVEALONEFREE
14,2552,52952,9424,9409,SHARED2FREE
7,444,25644,9273,9446,WALK_TRANSIT
14,2795,53195,9446,9273,WALK_TRANSIT
8,3090,31890,9403,9230,WALK_TRANSIT
18,2882,67682,9230,9403,SHARED2FREE
7,3360,28560,9403,9403,WALK
17,1764,62964,9403,9403,WALK
14,191,50591,9333,9402,WALK_TRANSIT
13,3129,49929,1293,9304,DRIVEALONEFREE
18,2166,66966,1293,9421,DRIVEALONEFREE
13,3332,50132,9318,1361,DRIVEALONEFREE
13,2620,49420,1361,9318,TAXI
15,1213,55213,9318,9343,SHARED2FREE
15,1925,55925,9343,9318,SHARED3FREE
14,590,50990,9258,9262,SHARED2FREE
14,1540,51940,9262,9258,SHARED2FREE
20,1088,73088,9321,9446,DRIVEALONEFREE
12,238,43438,9414,1300,SHARED3FREE
15,1093,55093,9276,9242,SHARED2FREE
18,3225,68025,9242,9276,SHARED2FREE
7,102,25302,9240,9358,SHARED2FREE
15,317,54317,9358,9240,SHARED3FREE
8,1117,29917,9345,9361,WALK_TRANSIT
8,2689,31489,9345,9254,WALK_TRANSIT
8,1064,29864,9254,9345,WALK_TRANSIT
10,2722,38722,9424,9345,SHARED3FREE
6,2567,24167,9425,1295,SHARED2FREE
17,2537,63737,1295,9425,DRIVEALONEFREE
10,2873,38873,1288,948,SHARED2FREE
10,791,36791,948,9409,SHARED2FREE
10,1116,37116,9409,1288,SHARED2FREE
14,2536,52936,1293,9402,SHARED2FREE
18,1570,66370,9391,9375,WALK
18,2341,67141,9375,9391,WALK
10,3270,39270,9302,1288,BIKE
10,2807,38807,1288,9302,BIKE
8,2577,31377,9336,9342,WALK
13,1621,48421,9342,9336,SHARED2FREE
18,2893,67693,9414,948,DRIVEALONEFREE
13,3038,49838,9445,1288,WALK_TRANSIT
13,3079,49879,1288,9445,WALK_TRANSIT
21,1181,76781,1293,1288,DRIVEALONEFREE
7,1536,26736,1290,9308,SHARED3FREE
15,205,54205,9308,1295,SHARED2FREE
16,1276,58876,1295,9308,SHARED2FREE
8,199,28999,9409,948,WALK
8,3228,32028,948,9409,WALK
8,1052,29852,9391,948,WALK_TRANSIT
8,3189,31989,948,9391,WALK_TRANSIT
8,1343,30143,9229,9326,WALK_TRANSIT
13,843,47643,9326,9229,SHARED2FREE
7,910,26110,9229,9252,BIKE
15,677,54677,9252,9229,WALK_TRANSIT
18,2320,67120,9388,9398,WALK
21,1949,77549,9398,9388,TAXI
10,2248,38248,9404,9393,SHARED2FREE
13,732,47532,9393,9404,SHARED2FREE
8,958,29758,9318,9332,DRIVEALONEFREE
20,2387,74387,9332,9270,SHARED3FREE
20,3348,75348,9270,9318,SHARED2FREE
7,3310,28510,9388,9223,WALK_TRANSIT
12,605,43805,9388,9414,WALK
14,3328,53728,9414,9388,WALK
15,1790,55790,1288,9388,WALK_TRANSIT
8,1710,30510,9324,9321,SHARED2FREE
9,1557,33957,9321,9393,WALK_TRANSIT
14,2056,52456,9414,9421,DRIVEALONEFREE
15,2975,56975,9421,9375,DRIVEALONEFREE
15,1113,55113,9375,9391,DRIVEALONEFREE
20,309,72309,9402,9414,WALK
16,2891,60491,9347,9266,TAXI
22,799,79999,9414,9414,DRIVEALONEFREE
13,1196,47996,9358,1289,DRIVEALONEFREE
16,327,57927,1289,9358,DRIVEALONEFREE
10,3590,39590,9339,9385,DRIVEALONEFREE
18,1161,65961,9419,9233,SHARED2FREE
6,1833,23433,9271,9294,SHARED3FREE
15,3057,57057,9294,9271,WALK
15,164,54164,9271,1343,DRIVEALONEFREE
15,2170,56170,1343,9271,SHARED2FREE
16,1024,58624,9271,9425,SHARED3FREE
17,2787,63987,9271,9307,SHARED2FREE
7,323,25523,1343,9350,WALK_TRANSIT
14,1909,52309,9350,1343,WALK_TRANSIT
8,126,28926,1343,9250,WALK_TRANSIT
12,2404,45604,9250,1343,WALK_TRANSIT
11,2568,42168,9318,9381,WALK_TRANSIT
12,2739,45939,9381,9318,WALK_TRANSIT
8,1755,30555,9318,9337,WALK_TRANSIT
13,432,47232,9337,9318,WALK_TRANSIT
12,1800,45000,9446,9298,WALK_TRANSIT
12,1253,44453,9298,9357,WALK_TRANSIT
12,2551,45751,9357,9446,WALK_TRANSIT
11,290,39890,9318,9395,SHARED2FREE
14,224,50624,948,9270,TAXI
12,2848,46048,9318,9381,SHARED3FREE
13,3154,49954,9381,9318,SHARED3FREE
15,2906,56906,9318,9371,SHARED3FREE
16,2775,60375,9371,9318,SHARED3FREE
21,214,75814,9404,9318,WALK_TRANSIT
10,3596,39596,1289,1288,WALK
10,360,36360,1288,1289,WALK
13,2455,49255,9400,9401,DRIVEALONEFREE
14,2087,52487,9233,9371,TAXI
8,3316,32116,9391,9235,WALK_TRANSIT
14,3402,53802,9391,1293,SHARED3FREE
12,3281,46481,9304,9421,SHARED3FREE
13,1910,48710,9421,9321,SHARED3FREE
13,796,47596,9321,9304,SHARED2FREE
16,2310,59910,9381,9409,WALK
17,50,61250,9409,9381,WALK
12,824,44024,1295,9375,SHARED3FREE
12,2714,45914,9375,1295,SHARED3FREE
18,2425,67225,9308,9303,SHARED3FREE
13,8,46808,9409,9246,TAXI
8,2418,31218,9368,9427,TAXI
19,1622,70022,9249,9389,WALK_TRANSIT
8,308,29108,9308,9397,WALK_TRANSIT
15,93,54093,9397,9308,BIKE
10,2235,38235,9245,9414,SHARED2FREE
10,2414,38414,9414,9245,SHARED2FREE
9,2141,34541,9424,9412,DRIVEALONEFREE
7,1109,26309,9403,9327,SHARED3FREE
14,1387,51787,9327,9403,WALK_TRANSIT
19,618,69018,9391,9403,WALK
19,626,69026,9421,9430,DRIVEALONEFREE
